store_id,store_name,store_name_english,score,review_cnt,tabelog_lunch_budget,tabelog_dinner_budget,customer_lunch_budget,customer_dinner_budget,genre,url,url_english,address,latitude,longitude,prefecture,address_english,prefecture_english,website
00000011,おにやんま 五反田本店,Oniyamma,3.74,3306,"[0, 999]","[0, 999]","[0, 999]","[0, 999]",udon,https://tabelog.com/tokyo/A1316/A131603/13111869/,https://tabelog.com/en/tokyo/A1316/A131603/13111869/,東京都品川区西五反田1-6-3,35.62542639999999,139.7239524,東京都,Nishigotanda Shinagawa City Tokyo,Tokyo,
00000012,六助うどん,Rokusukeudon,3.67,328,"[0, 999]","[0, 999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/saitama/A1105/A110504/11004153/,https://tabelog.com/en/saitama/A1105/A110504/11004153/,埼玉県本庄市傍示堂575,36.23669760000001,139.2101059,埼玉県,575 Hojido Honjo Saitama,Saitama,
00000013,あんぷく 池袋店,Ampuku,3.63,1111,"[0, 999]","[2000, 2999]","[1000, 1999]","[2000, 2999]",udon,https://tabelog.com/tokyo/A1305/A130501/13097934/,https://tabelog.com/en/tokyo/A1305/A130501/13097934/,東京都豊島区西池袋1-37-8 ＪＰビル　１Ｆ,35.7323182,139.7089332,東京都,1-chome-37-8 Nishiikebukuro Toshima City Tokyo-to,Tokyo,
00000014,みうらうどん,Miuraudon,3.68,889,"[0, 999]","[2000, 2999]","[0, 999]","[0, 999]",udon,https://tabelog.com/yamanashi/A1903/A190301/19000359/,https://tabelog.com/en/yamanashi/A1903/A190301/19000359/,山梨県富士吉田市下吉田1-22-5,35.494557,138.80897,山梨県,Shimoyoshida Fujiyoshida Yamanashi,Yamanashi,https://ganso-miuraudon.com/
00000015,香川 一福 神田店,kagawaippuku,3.63,2111,"[0, 999]","[0, 999]","[0, 999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1310/A131002/13185500/,https://tabelog.com/en/tokyo/A1310/A131002/13185500/,東京都千代田区内神田1-18-11 東京ロイヤルプラザ102,35.6919051,139.7671648,東京都,1-chome-18-11 Uchikanda Chiyoda City Tokyo-to,Tokyo,
00000016,楢製麺,Naraseimen,3.63,843,"[1000, 1999]","[1000, 1999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1304/A130401/13234984/,https://tabelog.com/en/tokyo/A1304/A130401/13234984/,東京都渋谷区代々木2-26-2 第2桑野ビル,35.6852642,139.6992942,東京都,2-chome-26-2 Yoyogi Shibuya City Tokyo-to,Tokyo,
00000017,天茶屋 七蔵,tenchayananakura,3.69,1559,"[1000, 1999]","[1000, 1999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1301/A130103/13002602/,https://tabelog.com/en/tokyo/A1301/A130103/13002602/,東京都港区新橋2-20-15 新橋駅前ビル1号館 2F,35.6662135,139.7595377,東京都,2-chome-20-15 Shinbashi Minato City Tokyo-to,Tokyo,http://www.nanakura.co.jp/
00000018,手打うどん長谷川,Teuchiudonhasegawa,3.71,558,"[0, 999]","[1000, 1999]","[1000, 1999]","[0, 999]",udon,https://tabelog.com/tokyo/A1321/A132103/13105083/,https://tabelog.com/en/tokyo/A1321/A132103/13105083/,東京都練馬区東大泉4-3-18-102,35.7507642,139.585122,東京都,4-chome-3-18 Higashioizumi Nerima City Tokyo-to,Tokyo,
00000019,竹や,Takeya,3.64,803,"[0, 999]","[2000, 2999]","[1000, 1999]","[0, 999]",udon,https://tabelog.com/tokyo/A1310/A131002/13005072/,https://tabelog.com/en/tokyo/A1310/A131002/13005072/,東京都文京区湯島1-9-15 御茶ノ水HYビル 1F,35.7018871,139.7659867,東京都,1-chome-9-15 Yushima Bunkyo City Tokyo-to,Tokyo,
00000020,雅楽,Garaku,3.65,487,"[0, 999]","[2000, 2999]","[1000, 1999]","[3000, 3999]",udon,https://tabelog.com/tokyo/A1309/A130905/13032356/,https://tabelog.com/en/tokyo/A1309/A130905/13032356/,東京都千代田区飯田橋3-7-3 岡田ビル １Ｆ,35.7019097,139.7468214,東京都,3-chome-7-3 Iidabashi Chiyoda City Tokyo-to,Tokyo,
00000021,手打うどん いわしや 青山店,teuchiudoniwashiya,3.68,688,"[0, 999]","[0, 999]","[0, 999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1306/A130603/13224471/,https://tabelog.com/en/tokyo/A1306/A130603/13224471/,東京都港区北青山1-2-3 青山ビルヂング B1F,35.6729861,139.7231328,東京都,1-chome-1-2-3 Kitaaoyama Minato City Tokyo-to,Tokyo,http://salt-group.jp/shop/iwashiya/
00000022,玉川 豊橋広小路本店,Tamagawa,3.64,816,"[1000, 1999]","[2000, 2999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/aichi/A2306/A230601/23009617/,https://tabelog.com/en/aichi/A2306/A230601/23009617/,愛知県豊橋市広小路1-13,34.7644284,137.384453,愛知県,Hirokoji Toyohashi Aichi,Aichi,http://tamagawa-udon.com/
00000023,あそび,Asobi,3.64,192,"[1000, 1999]","[2000, 2999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/saitama/A1105/A110605/11017560/,https://tabelog.com/en/saitama/A1105/A110605/11017560/,埼玉県比企郡小川町増尾473-6,36.0512667,139.2515359,埼玉県,473-6 Masuo Ogawa Hiki-gun Saitama,Saitama,
00000024,おにやんま 人形町店,Oniyamma,3.66,798,"[0, 999]","[0, 999]","[0, 999]","[0, 999]",udon,https://tabelog.com/tokyo/A1302/A130204/13216456/,https://tabelog.com/en/tokyo/A1302/A130204/13216456/,東京都中央区日本橋人形町2-6-1,35.6859982,139.7827906,東京都,2-chome-6-1 Nihonbashiningyocho Chuo City Tokyo-to,Tokyo,
00000025,桜井うどん,Sakuraiudon,3.64,307,"[0, 999]","[0, 999]","[0, 999]","[0, 999]",udon,https://tabelog.com/yamanashi/A1903/A190301/19000357/,https://tabelog.com/en/yamanashi/A1903/A190301/19000357/,山梨県富士吉田市下吉田5-1-33,35.4891105,138.8021602,山梨県,Shimoyoshida Fujiyoshida Yamanashi,Yamanashi,https://fujiyoshida.net/gourmet/104
00000026,手打うどん かとう,Katou,3.70,824,"[1000, 1999]","[1000, 1999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/aichi/A2301/A230101/23039141/,https://tabelog.com/en/aichi/A2301/A230101/23039141/,愛知県名古屋市中村区太閤通3-26,35.1674248,136.8728508,愛知県,3-chome-26 Taikotori Nakamura Ward Nagoya Aichi,Aichi,https://www.udon-kato.com/
00000027,葉隠,Hagakure,3.64,474,"[1000, 1999]","[1000, 1999]","[0, 999]","[0, 999]",udon,https://tabelog.com/tokyo/A1308/A130801/13024229/,https://tabelog.com/en/tokyo/A1308/A130801/13024229/,東京都港区赤坂3-10-20 第三対翠館ビル　Ｂ１Ｆ,35.6764185,139.7365326,東京都,3-chome-10-20 Akasaka Minato City Tokyo-to,Tokyo,
00000028,谷や,Hombateuchisanukiudontaniya,3.69,1645,"[0, 999]","[1000, 1999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1302/A130204/13114085/,https://tabelog.com/en/tokyo/A1302/A130204/13114085/,東京都中央区日本橋人形町2-15-17 １階,35.6846024,139.7855698,東京都,2-chome-15-17 Nihonbashiningyocho Chuo City Tokyo-to,Tokyo,http://www.tg-supply.jp/
00000029,三丁目の手打うどん,Sanchoumenoteuchiudon,3.64,206,"[1000, 1999]","[1000, 1999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/saitama/A1106/A110602/11001573/,https://tabelog.com/en/saitama/A1106/A110602/11001573/,埼玉県狭山市水野1266-49,35.8213982,139.4183541,埼玉県,1266-49 Mizuno Sayama Saitama,Saitama,https://santyoume.jimdofree.com/
00000030,うどん料理 千,udonryourisen,3.66,407,"[0, 999]","[3000, 3999]","[1000, 1999]","[2000, 2999]",udon,https://tabelog.com/aichi/A2301/A230102/23007583/,https://tabelog.com/en/aichi/A2301/A230102/23007583/,愛知県名古屋市中区栄2-4-24 谷口ビル　１Ｆ,35.1675936,136.9017196,愛知県,2-chome-4-24 Sakae Naka-ku Nagoya Aichi,Aichi,https://udonsen.owst.jp/
00000031,麺匠 釜善,Menshoukamayoshi,3.66,380,"[0, 999]","[0, 999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1310/A131002/13201863/,https://tabelog.com/en/tokyo/A1310/A131002/13201863/,東京都千代田区神田司町2-14-15 高梨ビル 1F,35.6937031,139.7683172,東京都,2-chome-14 Kanda Tsukasamachi Chiyoda City Tokyo-to,Tokyo,https://m.facebook.com/udon.kamayoshi/
00000032,慶屋,Keiya,3.65,823,"[0, 999]","[0, 999]","[0, 999]","[0, 999]",udon,https://tabelog.com/tokyo/A1301/A130102/13044658/,https://tabelog.com/en/tokyo/A1301/A130102/13044658/,東京都千代田区有楽町2丁目4-11,35.6737624,139.7613785,東京都,2-chome-4-11 Yurakucho Chiyoda City Tokyo-to,Tokyo,
00000033,熊たまや,Kumatamaya,3.62,378,"[0, 999]","[0, 999]","[0, 999]","[0, 999]",udon,https://tabelog.com/saitama/A1105/A110501/11020450/,https://tabelog.com/en/saitama/A1105/A110501/11020450/,埼玉県熊谷市桜木町1-202-1 熊谷駅秩父鉄道　改札口前,36.1393119,139.3898099,埼玉県,1-chome-202-1 Sakuragicho Kumagaya Saitama,Saitama,http://kumatamaya.blog.so-net.ne.jp/
00000034,手打ちうどん ムサシ,Teuchiudommusashi,3.63,330,"[0, 999]","[0, 999]","[0, 999]","[0, 999]",udon,https://tabelog.com/yamanashi/A1903/A190301/19000243/,https://tabelog.com/en/yamanashi/A1903/A190301/19000243/,山梨県富士吉田市上吉田6-10-19,35.4760719,138.7913345,山梨県,6 Kamiyoshida Fujiyoshida Yamanashi,Yamanashi,https://fujiyoshida.net/gourmet/128
00000035,関西風手打うどん いらっしゃい,Kansaifuuteuchiudonirasshai,3.64,230,"[0, 999]","[0, 999]","[0, 999]","[0, 999]",udon,https://tabelog.com/tokyo/A1311/A131104/13042758/,https://tabelog.com/en/tokyo/A1311/A131104/13042758/,東京都台東区下谷1-13-10,35.7203156,139.7818327,東京都,1-chome-13-10 Shitaya Taito City Tokyo-to,Tokyo,https://b-lunch.com/irassyai-udon-uguisudani-iriya.html
00000036,根津 釜竹,nedukamachiku,3.67,913,"[2000, 2999]","[5000, 5999]","[1000, 1999]","[6000, 7999]",udon,https://tabelog.com/tokyo/A1311/A131106/13020252/,https://tabelog.com/en/tokyo/A1311/A131106/13020252/,東京都文京区根津2-14-18,35.7181384,139.7667654,東京都,2-chome-14-18 Nezu Bunkyo City Tokyo-to,Tokyo,http://www.kamachiku.com/
00000037,うどん 慎,udonshin,3.72,2128,"[1000, 1999]","[1000, 1999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1304/A130401/13125862/,https://tabelog.com/en/tokyo/A1304/A130401/13125862/,東京都渋谷区代々木2-20-16 相馬ビル1F,35.6864982,139.6969907,東京都,2-chome-20-16 Yoyogi Shibuya City Tokyo-to,Tokyo,http://www.udonshin.com/
00000038,手打 しまだ,teuchishimada,3.62,602,"[1000, 1999]","[4000, 4999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1306/A130602/13006991/,https://tabelog.com/en/tokyo/A1306/A130602/13006991/,東京都港区南青山3-13-3,35.6657775,139.7139753,東京都,Minamiaoyama Minato City Tokyo,Tokyo,
00000039,手打ちうどん　 いしづか,Teuchiudonishiduka,3.72,366,"[0, 999]","[1000, 1999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/saitama/A1104/A110401/11005554/,https://tabelog.com/en/saitama/A1104/A110401/11005554/,埼玉県桶川市南1-7-5,35.9999319,139.5662541,埼玉県,1-chome-7-5 Minami Okegawa Saitama,Saitama,
00000040,正太郎うどん,Shoutarouudon,3.65,224,"[0, 999]","[1000, 1999]","[0, 999]","[0, 999]",udon,https://tabelog.com/tokyo/A1321/A132105/13095768/,https://tabelog.com/en/tokyo/A1321/A132105/13095768/,東京都練馬区下石神井5-1-36,35.7296768,139.603126,東京都,Shimoshakujii Nerima City Tokyo,Tokyo,http://marushok.jp/udon.html
00000041,自家製さぬきうどんと肉 甚三 大門店,jikaseisanukiudontonikujinza,3.68,1208,"[0, 999]","[0, 999]","[0, 999]","[0, 999]",udon,https://tabelog.com/tokyo/A1314/A131401/13188754/,https://tabelog.com/en/tokyo/A1314/A131401/13188754/,東京都港区芝大門2-6-10 コンフォート芝大門 1F,35.6548791,139.7536091,東京都,2-chome-6-10 Shibadaimon Minato City Tokyo-to,Tokyo,http://udon-jinza.com/
00000042,田舎うどん てつ,Inakaudontetsu,3.69,290,"[0, 999]","[0, 999]","[1000, 1999]","[0, 999]",udon,https://tabelog.com/saitama/A1103/A110303/11004160/,https://tabelog.com/en/saitama/A1103/A110303/11004160/,埼玉県川越市久下戸2881,35.8898666,139.5447664,埼玉県,2881 Kugedo Kawagoe Saitama,Saitama,https://ameblo.jp/inakaudontestu-kawagoe/
00000043,うどん 丸香,Udon Maruka,3.87,4875,"[0, 999]","[0, 999]","[0, 999]","[0, 999]",udon,https://tabelog.com/tokyo/A1310/A131003/13000629/,https://tabelog.com/en/tokyo/A1310/A131003/13000629/,東京都千代田区神田小川町3-16-1 ニュー駿河台ビル 1F,35.6967163,139.7601566,東京都,3-chome-16-1 Kanda Ogawamachi Chiyoda City Tokyo-to,Tokyo,
00000044,信濃屋,Shinanoya,3.85,537,"[1000, 1999]","[0, 999]","[1000, 1999]","[0, 999]",udon,https://tabelog.com/gifu/A2103/A210301/21000027/,https://tabelog.com/en/gifu/A2103/A210301/21000027/,岐阜県多治見市上野町3-46,35.3382976,137.1262007,岐阜県,Uenocho Tajimi Gifu,Gifu,
00000045,小平うどん 小平本店,Kodairaudon,3.67,581,"[1000, 1999]","[0, 999]","[0, 999]","[0, 999]",udon,https://tabelog.com/tokyo/A1328/A132804/13087964/,https://tabelog.com/en/tokyo/A1328/A132804/13087964/,東京都小平市回田町300-2,35.7169882,139.4967537,東京都,300-2 Meguritacho Kodaira Tokyo-to,Tokyo,http://www.k-udon.jp/
00000046,太常うどん 銀座本店,daitsuneudon,3.65,717,"[0, 999]","[4000, 4999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1301/A130101/13104580/,https://tabelog.com/en/tokyo/A1301/A130101/13104580/,東京都中央区銀座7-15-17 だいつねビル１階,35.6673287,139.7652749,東京都,7-chome-15-17 Ginza Chuo City Tokyo-to,Tokyo,
00000047,本手打ちうどん庄司,honteuchiudonshouji,3.71,426,"[0, 999]","[4000, 4999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/saitama/A1105/A110502/11001574/,https://tabelog.com/en/saitama/A1105/A110502/11001574/,埼玉県比企郡川島町上伊草743-9,35.9728062,139.4620785,埼玉県,743-9 Kamiigusa Kawajima Hiki-gun Saitama,Saitama,http://www.m-macs.com/33661/shoji/
00000048,五代目 花山うどん 銀座店,Godaimehanayamaudon,3.65,1014,"[1000, 1999]","[3000, 3999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1301/A130101/13200630/,https://tabelog.com/en/tokyo/A1301/A130101/13200630/,東京都中央区銀座3-14-13,35.6699953,139.7692414,東京都,3-chome-14-13 Ginza Chuo City Tokyo-to,Tokyo,http://www.hanayamaudon.co.jp/ginza/
00000049,釜揚げうどん専門店もと,Kamaageudonsemmontemmoto,3.64,391,"[1000, 1999]","[3000, 3999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/kanagawa/A1404/A140407/14061080/,https://tabelog.com/en/kanagawa/A1404/A140407/14061080/,神奈川県平塚市宮松町6-26,35.3342426,139.3505425,神奈川県,6-26 Miyamatsucho Hiratsuka Kanagawa,Kanagawa,https://udon-moto.com/
00000050,難波千日前 釜たけうどん 八重洲北口店,nambasennichimaekamatakeudon,3.68,1406,"[0, 999]","[0, 999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1302/A130201/13156494/,https://tabelog.com/en/tokyo/A1302/A130201/13156494/,東京都千代田区丸の内1-9-1 八重北食堂 1F,35.6825926,139.7681824,東京都,1-chome-9-1 Marunouchi Chiyoda City Tokyo-to,Tokyo,
00000051,ぶつをのうどん,Butsuwonoudon,3.64,267,"[0, 999]","[0, 999]","[1000, 1999]","[0, 999]",udon,https://tabelog.com/tochigi/A0901/A090101/9003113/,https://tabelog.com/en/tochigi/A0901/A090101/9003113/,栃木県宇都宮市松が峰2-9-3,36.5557455,139.8818383,栃木県,Matsugamine Utsunomiya Tochigi,Tochigi,
00000052,一滴八銭屋 新宿本店,Ittekihassenya,3.63,1050,"[0, 999]","[4000, 4999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1304/A130401/13000760/,https://tabelog.com/en/tokyo/A1304/A130401/13000760/,東京都新宿区西新宿1-15-9 KCビル　２Ｆ・３Ｆ,35.6890386,139.6971801,東京都,1-chome-14-1 Nishishinjuku Shinjuku City 都 Tokyo-to,Tokyo,https://www.itteki.com/
00000053,がむしゃら,Gamushara,3.68,293,"[0, 999]","[4000, 4999]","[1000, 1999]","[0, 999]",udon,https://tabelog.com/saitama/A1106/A110602/11029324/,https://tabelog.com/en/saitama/A1106/A110602/11029324/,埼玉県入間市野田886-3,35.8460035,139.3608838,埼玉県,886-3 Noda Iruma Saitama,Saitama,
00000054,おのうどん,onoudon,3.66,234,"[1000, 1999]","[4000, 4999]","[1000, 1999]","[0, 999]",udon,https://tabelog.com/saitama/A1101/A110101/11000761/,https://tabelog.com/en/saitama/A1101/A110101/11000761/,埼玉県さいたま市中央区本町東5-13-21,35.89024819999999,139.6193704,埼玉県,5-chome-13-21 Honmachihigashi Chuo Ward Saitama,Saitama,
00000055,讃岐うどん いわい,Sanukiudoniwai,3.70,773,"[0, 999]","[0, 999]","[0, 999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1323/A132304/13141130/,https://tabelog.com/en/tokyo/A1323/A132304/13141130/,東京都北区上十条3-28-7,35.7615336,139.7187933,東京都,3-chome-28-7 Kamijujo Kita City Tokyo-to,Tokyo,
00000056,釜あげうどん はつとみ,Kamaageudonhatsutomi,3.69,590,"[0, 999]","[0, 999]","[0, 999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1309/A130905/13095976/,https://tabelog.com/en/tokyo/A1309/A130905/13095976/,東京都文京区関口1-48-5 イシダビル 1F,35.7093863,139.7302564,東京都,1-chome-48-5 Sekiguchi Bunkyo City Tokyo-to,Tokyo,http://www.hatsutomi.jp/
00000057,武蔵野うどん 藤原 北与野本店,Musashinoudonfujiwara,3.67,390,"[1000, 1999]","[0, 999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/saitama/A1101/A110101/11004286/,https://tabelog.com/en/saitama/A1101/A110101/11004286/,埼玉県さいたま市中央区上落合3-12-36,35.889368,139.6241953,埼玉県,3-chome-12-36 Kamiochiai Chuo Ward Saitama,Saitama,
00000058,むさしの エン座,Musashinoenza,3.67,281,"[1000, 1999]","[0, 999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1321/A132103/13022818/,https://tabelog.com/en/tokyo/A1321/A132103/13022818/,東京都練馬区石神井町5-12-16 石神井公園ふるさと文化館内,35.7375061,139.5993849,東京都,5-chome-12-16 Shakujiimachi Nerima City Tokyo-to,Tokyo,https://www.udon-enza.com
00000059,讃岐うどん いそや,Sanukiudonisoya,3.68,320,"[0, 999]","[0, 999]","[0, 999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1329/A132904/13022380/,https://tabelog.com/en/tokyo/A1329/A132904/13022380/,東京都八王子市元横山町2-1-14 中島ビル　１Ｆ,35.6613462,139.3397399,東京都,2-chome-1-14 Motoyokoyamacho Hachioji Tokyo-to,Tokyo,http://isoya.fc2web.com/
00000060,玉丁本店 八重洲店,Tamachouhonten,3.66,1124,"[1000, 1999]","[1000, 1999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1302/A130201/13015841/,https://tabelog.com/en/tokyo/A1302/A130201/13015841/,東京都中央区八重洲2-1 八重洲地下街 外堀地下2番通り,35.6802237,139.769435,東京都,3-chome-2-1 Yaesu Chuo City Tokyo-to,Tokyo,https://www.sfpdining.jp/brand/tamacho/
00000061,きつね庵,Kyouudonkitsunean,3.63,405,"[1000, 1999]","[1000, 1999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1301/A130101/13181414/,https://tabelog.com/en/tokyo/A1301/A130101/13181414/,東京都中央区銀座3-8-13 光生ビル 2F,35.671581,139.7674243,東京都,3-chome-8-13 Ginza Chuo City Tokyo-to,Tokyo,http://kitsunean.com/
00000062,純手打ち讃岐うどん五郎,Junteuchichisanukiudongorou,3.69,711,"[0, 999]","[1000, 1999]","[1000, 1999]","[0, 999]",udon,https://tabelog.com/tokyo/A1312/A131201/13156107/,https://tabelog.com/en/tokyo/A1312/A131201/13156107/,東京都墨田区江東橋1-13-1,35.6958455,139.8106014,東京都,1-chome-13-1 Kotobashi Sumida City Tokyo-to,Tokyo,
00000063,讃岐うどん 蔵之介,Sanukiudonkuranosuke,3.68,975,"[0, 999]","[0, 999]","[0, 999]","[0, 999]",udon,https://tabelog.com/tokyo/A1305/A130503/13049983/,https://tabelog.com/en/tokyo/A1305/A130503/13049983/,東京都豊島区高田3-7-15,35.7146131,139.7074978,東京都,3-chome-7-15 Takada Toshima City Tokyo-to,Tokyo,http://www.udon-kuranosuke.com/
00000064,うどん処 おはな,Udondokoroohana,3.67,411,"[0, 999]","[0, 999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/saitama/A1103/A110301/11022150/,https://tabelog.com/en/saitama/A1103/A110301/11022150/,埼玉県朝霞市西弁財1-10-25 保第一ビル 1F,35.8145704,139.5852016,埼玉県,Nishibenzai Asaka Saitama,Saitama,
00000065,おにやんま 中目黒店,oniyamma,3.63,1011,"[0, 999]","[0, 999]","[0, 999]","[0, 999]",udon,https://tabelog.com/tokyo/A1317/A131701/13199054/,https://tabelog.com/en/tokyo/A1317/A131701/13199054/,東京都目黒区上目黒3-3-1 1F,35.6445783,139.6984783,東京都,3-chome-3-1 Kamimeguro Meguro City Tokyo-to,Tokyo,
00000066,讃岐うどん 條辺,Sanukiudonjoube,3.74,803,"[0, 999]","[0, 999]","[0, 999]","[0, 999]",udon,https://tabelog.com/saitama/A1103/A110302/11004258/,https://tabelog.com/en/saitama/A1103/A110302/11004258/,埼玉県ふじみ野市上福岡1-7-9,35.8749388,139.5129473,埼玉県,1-chome-7-9 Kamifukuoka Fujimino-shi Saitama,Saitama,http://www.johbe-udon.com/
00000067,手打うどん すみた,Teuchiudonsumita,3.73,1203,"[0, 999]","[0, 999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1323/A132305/13003783/,https://tabelog.com/en/tokyo/A1323/A132305/13003783/,東京都北区志茂2-52-8,35.7804915,139.7266977,東京都,2-chome-52-8 Shimo Kita City Tokyo-to,Tokyo,
00000068,武蔵野 伝統の味 涼太郎,musashinodentounoajiryoutarou,3.66,325,"[0, 999]","[0, 999]","[1000, 1999]","[0, 999]",udon,https://tabelog.com/saitama/A1106/A110601/11000460/,https://tabelog.com/en/saitama/A1106/A110601/11000460/,埼玉県所沢市くすのき台3-14-4,35.7871178,139.4773923,埼玉県,3-chome-14-4 Kusunokidai Tokorozawa Saitama,Saitama,
